source_path,sha256,canonical_source,object_name,python_type,status,rows,columns,parquet_path,csv_gz_path,note
data/raw/core_archives/AAT_01_reserving_core/01_reserving/cran_ChainLadder/data/MCLincurred.RData,413c139841179705c7d146272b47a3699c1f8c3f508c901f20dadc02d88125b3,data/raw/core_archives/AAT_01_reserving_core/01_reserving/cran_ChainLadder/data/MCLincurred.RData,MCLincurred,DataArray,converted,49,3,data/processed/rdata/core_archives/AAT_01_reserving_core/01_reserving/cran_ChainLadder/data/MCLincurred__MCLincurred.parquet,data/processed/rdata/core_archives/AAT_01_reserving_core/01_reserving/cran_ChainLadder/data/MCLincurred__MCLincurred.csv.gz,reader=rdata
data/raw/core_archives/AAT_01_reserving_core/01_reserving/cran_ChainLadder/data/MCLpaid.RData,251dd61fa48c64f31ba99fe37b006d725b133bc009b9a6f07005be6c71cec1a0,data/raw/core_archives/AAT_01_reserving_core/01_reserving/cran_ChainLadder/data/MCLpaid.RData,MCLpaid,DataArray,converted,49,3,data/processed/rdata/core_archives/AAT_01_reserving_core/01_reserving/cran_ChainLadder/data/MCLpaid__MCLpaid.parquet,data/processed/rdata/core_archives/AAT_01_reserving_core/01_reserving/cran_ChainLadder/data/MCLpaid__MCLpaid.csv.gz,reader=rdata
data/raw/core_archives/AAT_01_reserving_core/01_reserving/cran_ChainLadder/data/MedMal.RData,1ef77191556468231bab19d8a0574a069a155374d903e4f199d511c69104efdf,data/raw/core_archives/AAT_01_reserving_core/01_reserving/cran_ChainLadder/data/MedMal.RData,MedMal,dict,converted,1,4,data/processed/rdata/core_archives/AAT_01_reserving_core/01_reserving/cran_ChainLadder/data/MedMal__MedMal.parquet,data/processed/rdata/core_archives/AAT_01_reserving_core/01_reserving/cran_ChainLadder/data/MedMal__MedMal.csv.gz,reader=rdata
data/raw/core_archives/AAT_01_reserving_core/01_reserving/cran_ChainLadder/data/Mortgage.RData,9374ff84d79e6f4e12e908baa44b8b6281acdae26ae9a2eea28b514968d04083,data/raw/core_archives/AAT_01_reserving_core/01_reserving/cran_ChainLadder/data/Mortgage.RData,Mortgage,DataArray,converted,81,3,data/processed/rdata/core_archives/AAT_01_reserving_core/01_reserving/cran_ChainLadder/data/Mortgage__Mortgage.parquet,data/processed/rdata/core_archives/AAT_01_reserving_core/01_reserving/cran_ChainLadder/data/Mortgage__Mortgage.csv.gz,reader=rdata
data/raw/core_archives/AAT_01_reserving_core/01_reserving/cran_ChainLadder/data/MW2008.RData,3dff24eaab0dfe614c11f2fc66a1d8dffbbd0f35b6b05a0bef9b40eda8f70fc9,data/raw/core_archives/AAT_01_reserving_core/01_reserving/cran_ChainLadder/data/MW2008.RData,MW2008,DataArray,converted,81,3,data/processed/rdata/core_archives/AAT_01_reserving_core/01_reserving/cran_ChainLadder/data/MW2008__MW2008.parquet,data/processed/rdata/core_archives/AAT_01_reserving_core/01_reserving/cran_ChainLadder/data/MW2008__MW2008.csv.gz,reader=rdata
data/raw/core_archives/AAT_01_reserving_core/01_reserving/cran_ChainLadder/data/MW2014.RData,315d43fad5a5fb2b83224f08783da7ff7c96f9af214a9b7209ac6db36d9a83e1,data/raw/core_archives/AAT_01_reserving_core/01_reserving/cran_ChainLadder/data/MW2014.RData,MW2014,DataArray,converted,289,3,data/processed/rdata/core_archives/AAT_01_reserving_core/01_reserving/cran_ChainLadder/data/MW2014__MW2014.parquet,data/processed/rdata/core_archives/AAT_01_reserving_core/01_reserving/cran_ChainLadder/data/MW2014__MW2014.csv.gz,reader=rdata
data/raw/core_archives/AAT_01_reserving_core/01_reserving/cran_ChainLadder/data/qincurred.RData,e25eabbc0dd116a72ce8b320abbe3e50135ac4d9d148a1c7c7d439a1374ac1f3,data/raw/core_archives/AAT_01_reserving_core/01_reserving/cran_ChainLadder/data/qincurred.RData,qincurred,DataArray,converted,540,3,data/processed/rdata/core_archives/AAT_01_reserving_core/01_reserving/cran_ChainLadder/data/qincurred__qincurred.parquet,data/processed/rdata/core_archives/AAT_01_reserving_core/01_reserving/cran_ChainLadder/data/qincurred__qincurred.csv.gz,reader=rdata
data/raw/core_archives/AAT_01_reserving_core/01_reserving/cran_ChainLadder/data/qpaid.RData,073b0030e246320a7310db778a32fb1fcce7b5bf13666d9487ca305dc913dcc7,data/raw/core_archives/AAT_01_reserving_core/01_reserving/cran_ChainLadder/data/qpaid.RData,qpaid,DataArray,converted,540,3,data/processed/rdata/core_archives/AAT_01_reserving_core/01_reserving/cran_ChainLadder/data/qpaid__qpaid.parquet,data/processed/rdata/core_archives/AAT_01_reserving_core/01_reserving/cran_ChainLadder/data/qpaid__qpaid.csv.gz,reader=rdata
data/raw/core_archives/AAT_01_reserving_core/01_reserving/cran_ChainLadder/data/RAA.RData,7a65bb313e74a489a56272e59063406e082d067f83df51e3142ee2f88a0f7ffd,data/raw/core_archives/AAT_01_reserving_core/01_reserving/cran_ChainLadder/data/RAA.RData,RAA,DataArray,converted,100,3,data/processed/rdata/core_archives/AAT_01_reserving_core/01_reserving/cran_ChainLadder/data/RAA__RAA.parquet,data/processed/rdata/core_archives/AAT_01_reserving_core/01_reserving/cran_ChainLadder/data/RAA__RAA.csv.gz,reader=rdata
data/raw/core_archives/AAT_01_reserving_core/01_reserving/cran_ChainLadder/data/UKMotor.RData,b00c1fb98a352819f2e5aa9de6c7af4f53cfee46f5db591c88dbca5783374a0f,data/raw/core_archives/AAT_01_reserving_core/01_reserving/cran_ChainLadder/data/UKMotor.RData,UKMotor,DataArray,converted,49,3,data/processed/rdata/core_archives/AAT_01_reserving_core/01_reserving/cran_ChainLadder/data/UKMotor__UKMotor.parquet,data/processed/rdata/core_archives/AAT_01_reserving_core/01_reserving/cran_ChainLadder/data/UKMotor__UKMotor.csv.gz,reader=rdata
data/raw/core_archives/AAT_01_reserving_core/01_reserving/cran_ChainLadder/data/USAAincurred.RData,64b179a7321a1d6250cca65a58927d1e3ec4d6d10778af9c3b85f9ec7cf436f9,data/raw/core_archives/AAT_01_reserving_core/01_reserving/cran_ChainLadder/data/USAAincurred.RData,USAAincurred,DataArray,converted,100,3,data/processed/rdata/core_archives/AAT_01_reserving_core/01_reserving/cran_ChainLadder/data/USAAincurred__USAAincurred.parquet,data/processed/rdata/core_archives/AAT_01_reserving_core/01_reserving/cran_ChainLadder/data/USAAincurred__USAAincurred.csv.gz,reader=rdata
data/raw/core_archives/AAT_01_reserving_core/01_reserving/cran_ChainLadder/data/USAApaid.RData,482937a738ba6f955fa78765e87246640ec7abf9df4389486d1de07a3b0aeea5,data/raw/core_archives/AAT_01_reserving_core/01_reserving/cran_ChainLadder/data/USAApaid.RData,USAApaid,DataArray,converted,100,3,data/processed/rdata/core_archives/AAT_01_reserving_core/01_reserving/cran_ChainLadder/data/USAApaid__USAApaid.parquet,data/processed/rdata/core_archives/AAT_01_reserving_core/01_reserving/cran_ChainLadder/data/USAApaid__USAApaid.csv.gz,reader=rdata
data/raw/core_archives/AAT_01_reserving_core/01_reserving/cran_insuranceData/data/AutoBi.rda,92646d779a0de27e403450cbe47a171cdb3b7396899c1f0a4a4e4dca9b10a907,data/raw/core_archives/AAT_01_reserving_core/01_reserving/cran_insuranceData/data/AutoBi.rda,AutoBi,DataFrame,converted,1340,8,data/processed/rdata/core_archives/AAT_01_reserving_core/01_reserving/cran_insuranceData/data/AutoBi__AutoBi.parquet,data/processed/rdata/core_archives/AAT_01_reserving_core/01_reserving/cran_insuranceData/data/AutoBi__AutoBi.csv.gz,reader=rdata
data/raw/core_archives/AAT_01_reserving_core/01_reserving/cran_insuranceData/data/AutoClaims.rda,1190d98dce724e1c6c9035bbe369645cf30e1010d7fbe47e39507b45dc6c2294,data/raw/core_archives/AAT_01_reserving_core/01_reserving/cran_insuranceData/data/AutoClaims.rda,AutoClaims,DataFrame,converted,6773,5,data/processed/rdata/core_archives/AAT_01_reserving_core/01_reserving/cran_insuranceData/data/AutoClaims__AutoClaims.parquet,data/processed/rdata/core_archives/AAT_01_reserving_core/01_reserving/cran_insuranceData/data/AutoClaims__AutoClaims.csv.gz,reader=rdata
data/raw/core_archives/AAT_01_reserving_core/01_reserving/cran_insuranceData/data/AutoCollision.rda,23678d6bf4b0b14219d8fcacfab85385315b59371347ddb61e81889c0fad69a0,data/raw/core_archives/AAT_01_reserving_core/01_reserving/cran_insuranceData/data/AutoCollision.rda,AutoCollision,DataFrame,converted,32,4,data/processed/rdata/core_archives/AAT_01_reserving_core/01_reserving/cran_insuranceData/data/AutoCollision__AutoCollision.parquet,data/processed/rdata/core_archives/AAT_01_reserving_core/01_reserving/cran_insuranceData/data/AutoCollision__AutoCollision.csv.gz,reader=rdata
data/raw/core_archives/AAT_01_reserving_core/01_reserving/cran_insuranceData/data/ClaimsLong.rda,8389b936093404870094cfd2f02d0753ee35ba76f44e61a787dcf494950fb0b9,data/raw/core_archives/AAT_01_reserving_core/01_reserving/cran_insuranceData/data/ClaimsLong.rda,ClaimsLong,DataFrame,converted,120000,6,data/processed/rdata/core_archives/AAT_01_reserving_core/01_reserving/cran_insuranceData/data/ClaimsLong__ClaimsLong.parquet,data/processed/rdata/core_archives/AAT_01_reserving_core/01_reserving/cran_insuranceData/data/ClaimsLong__ClaimsLong.csv.gz,reader=rdata
data/raw/core_archives/AAT_01_reserving_core/01_reserving/cran_insuranceData/data/dataCar.rda,830124e270ffd4a77acd70a323a977f675ead52ac492733876810d30220a0869,data/raw/core_archives/AAT_01_reserving_core/01_reserving/cran_insuranceData/data/dataCar.rda,dataCar,DataFrame,converted,67856,11,data/processed/rdata/core_archives/AAT_01_reserving_core/01_reserving/cran_insuranceData/data/dataCar__dataCar.parquet,data/processed/rdata/core_archives/AAT_01_reserving_core/01_reserving/cran_insuranceData/data/dataCar__dataCar.csv.gz,reader=rdata
data/raw/core_archives/AAT_01_reserving_core/01_reserving/cran_insuranceData/data/dataOhlsson.rda,1d68f102a9db151f96774add0dd9c99e4a44bf2923267239d7861d533e9daa12,data/raw/core_archives/AAT_01_reserving_core/01_reserving/cran_insuranceData/data/dataOhlsson.rda,dataOhlsson,DataFrame,converted,64548,9,data/processed/rdata/core_archives/AAT_01_reserving_core/01_reserving/cran_insuranceData/data/dataOhlsson__dataOhlsson.parquet,data/processed/rdata/core_archives/AAT_01_reserving_core/01_reserving/cran_insuranceData/data/dataOhlsson__dataOhlsson.csv.gz,reader=rdata
data/raw/core_archives/AAT_01_reserving_core/01_reserving/cran_insuranceData/data/IndustryAuto.rda,deaff4e671866a5f2da1fd571cbd1b7c2da759b66e6543fde0a0686a267cb736,data/raw/core_archives/AAT_01_reserving_core/01_reserving/cran_insuranceData/data/IndustryAuto.rda,IndustryAuto,DataFrame,converted,55,3,data/processed/rdata/core_archives/AAT_01_reserving_core/01_reserving/cran_insuranceData/data/IndustryAuto__IndustryAuto.parquet,data/processed/rdata/core_archives/AAT_01_reserving_core/01_reserving/cran_insuranceData/data/IndustryAuto__IndustryAuto.csv.gz,reader=rdata
data/raw/core_archives/AAT_01_reserving_core/01_reserving/cran_insuranceData/data/SingaporeAuto.rda,1bbab2b55b637f4a9668846e9b5f54f1ab73c3f3918f0cf2003cbd11203fc693,data/raw/core_archives/AAT_01_reserving_core/01_reserving/cran_insuranceData/data/SingaporeAuto.rda,SingaporeAuto,DataFrame,converted,7483,15,data/processed/rdata/core_archives/AAT_01_reserving_core/01_reserving/cran_insuranceData/data/SingaporeAuto__SingaporeAuto.parquet,data/processed/rdata/core_archives/AAT_01_reserving_core/01_reserving/cran_insuranceData/data/SingaporeAuto__SingaporeAuto.csv.gz,reader=rdata
data/raw/core_archives/AAT_01_reserving_core/01_reserving/cran_insuranceData/data/Thirdparty.rda,3abb39e18120f48d9972e48b569dba4694a97edec4bb011290fc4ec7abb671c0,data/raw/core_archives/AAT_01_reserving_core/01_reserving/cran_insuranceData/data/Thirdparty.rda,Thirdparty,DataFrame,converted,176,1,data/processed/rdata/core_archives/AAT_01_reserving_core/01_reserving/cran_insuranceData/data/Thirdparty__Thirdparty.parquet,data/processed/rdata/core_archives/AAT_01_reserving_core/01_reserving/cran_insuranceData/data/Thirdparty__Thirdparty.csv.gz,reader=rdata
data/raw/core_archives/AAT_01_reserving_core/01_reserving/cran_insuranceData/data/WorkersComp.rda,ad617a8c0a357f6042dd680e41f979b46ab2c6f4d03b2990bad90422f8ae76b1,data/raw/core_archives/AAT_01_reserving_core/01_reserving/cran_insuranceData/data/WorkersComp.rda,WorkersComp,DataFrame,converted,847,4,data/processed/rdata/core_archives/AAT_01_reserving_core/01_reserving/cran_insuranceData/data/WorkersComp__WorkersComp.parquet,data/processed/rdata/core_archives/AAT_01_reserving_core/01_reserving/cran_insuranceData/data/WorkersComp__WorkersComp.csv.gz,reader=rdata
data/raw/core_archives/AAT_01_reserving_core/01_reserving/cran_raw/data/comauto.rda,5a380b59f2c4c3e1e798e9335e808d1149025ad6abd7051f2735a1bc1fc19cc9,data/raw/core_archives/AAT_01_reserving_core/01_reserving/cran_raw/data/comauto.rda,comauto,DataFrame,converted,15800,13,data/processed/rdata/core_archives/AAT_01_reserving_core/01_reserving/cran_raw/data/comauto__comauto.parquet,data/processed/rdata/core_archives/AAT_01_reserving_core/01_reserving/cran_raw/data/comauto__comauto.csv.gz,reader=rdata
data/raw/core_archives/AAT_01_reserving_core/01_reserving/cran_raw/data/COTOR2.rda,bba1601cc1604b75293c849019c128857982661fa054374566f32eca19d1d80c,data/raw/core_archives/AAT_01_reserving_core/01_reserving/cran_raw/data/COTOR2.rda,COTOR2,ndarray,converted,250,1,data/processed/rdata/core_archives/AAT_01_reserving_core/01_reserving/cran_raw/data/COTOR2__COTOR2.parquet,data/processed/rdata/core_archives/AAT_01_reserving_core/01_reserving/cran_raw/data/COTOR2__COTOR2.csv.gz,reader=rdata
data/raw/core_archives/AAT_01_reserving_core/01_reserving/cran_raw/data/COTOR3.rda,3e327e95c83fbe94350838a2f1f8f5c86744d42092de76d1a43ab600ce81e211,data/raw/core_archives/AAT_01_reserving_core/01_reserving/cran_raw/data/COTOR3.rda,COTOR3,DataFrame,converted,490,2,data/processed/rdata/core_archives/AAT_01_reserving_core/01_reserving/cran_raw/data/COTOR3__COTOR3.parquet,data/processed/rdata/core_archives/AAT_01_reserving_core/01_reserving/cran_raw/data/COTOR3__COTOR3.csv.gz,reader=rdata
data/raw/core_archives/AAT_01_reserving_core/01_reserving/cran_raw/data/COTOR4.rda,bc8906199a97f6cf21b6f1188a5c064c0ad595beec7f28a0e958527faf9beac5,data/raw/core_archives/AAT_01_reserving_core/01_reserving/cran_raw/data/COTOR4.rda,COTOR4,DataFrame,converted,2500,2,data/processed/rdata/core_archives/AAT_01_reserving_core/01_reserving/cran_raw/data/COTOR4__COTOR4.parquet,data/processed/rdata/core_archives/AAT_01_reserving_core/01_reserving/cran_raw/data/COTOR4__COTOR4.csv.gz,reader=rdata
data/raw/core_archives/AAT_01_reserving_core/01_reserving/cran_raw/data/COTOR5.rda,3b904a1af77922efed477d418fa0a7f1281373ee16f588f17ae911aaaf2a9d95,data/raw/core_archives/AAT_01_reserving_core/01_reserving/cran_raw/data/COTOR5.rda,COTOR5,DataFrame,converted,4849,4,data/processed/rdata/core_archives/AAT_01_reserving_core/01_reserving/cran_raw/data/COTOR5__COTOR5.parquet,data/processed/rdata/core_archives/AAT_01_reserving_core/01_reserving/cran_raw/data/COTOR5__COTOR5.csv.gz,reader=rdata
data/raw/core_archives/AAT_01_reserving_core/01_reserving/cran_raw/data/Hurricane.rda,d2fbb49dc990d5120205f16425a29aa499575ea473254c4932754715df0b6ebe,data/raw/core_archives/AAT_01_reserving_core/01_reserving/cran_raw/data/Hurricane.rda,Hurricane,DataFrame,converted,43122,8,data/processed/rdata/core_archives/AAT_01_reserving_core/01_reserving/cran_raw/data/Hurricane__Hurricane.parquet,data/processed/rdata/core_archives/AAT_01_reserving_core/01_reserving/cran_raw/data/Hurricane__Hurricane.csv.gz,reader=rdata
data/raw/core_archives/AAT_01_reserving_core/01_reserving/cran_raw/data/medmal.rda,72105c9745b29b0178418cc524b960193a2fd3915fbaa34a9ab7fc428a6882c6,data/raw/core_archives/AAT_01_reserving_core/01_reserving/cran_raw/data/medmal.rda,medmal,DataFrame,converted,3400,13,data/processed/rdata/core_archives/AAT_01_reserving_core/01_reserving/cran_raw/data/medmal__medmal.parquet,data/processed/rdata/core_archives/AAT_01_reserving_core/01_reserving/cran_raw/data/medmal__medmal.csv.gz,reader=rdata
data/raw/core_archives/AAT_01_reserving_core/01_reserving/cran_raw/data/MultiTri.rda,d7258e0a0aa00fdc0805aac598c97ef8e72854665957cf69638615a68923b1c6,data/raw/core_archives/AAT_01_reserving_core/01_reserving/cran_raw/data/MultiTri.rda,MultiTri,DataFrame,converted,3000,14,data/processed/rdata/core_archives/AAT_01_reserving_core/01_reserving/cran_raw/data/MultiTri__MultiTri.parquet,data/processed/rdata/core_archives/AAT_01_reserving_core/01_reserving/cran_raw/data/MultiTri__MultiTri.csv.gz,reader=rdata
data/raw/core_archives/AAT_01_reserving_core/01_reserving/cran_raw/data/NJM_WC.rda,5b89264d2938310deeace173d22a7eb7384202babddf56f5acb3a97473f2cb10,data/raw/core_archives/AAT_01_reserving_core/01_reserving/cran_raw/data/NJM_WC.rda,NJM_WC,DataFrame,converted,100,13,data/processed/rdata/core_archives/AAT_01_reserving_core/01_reserving/cran_raw/data/NJM_WC__NJM_WC.parquet,data/processed/rdata/core_archives/AAT_01_reserving_core/01_reserving/cran_raw/data/NJM_WC__NJM_WC.csv.gz,reader=rdata
data/raw/core_archives/AAT_01_reserving_core/01_reserving/cran_raw/data/othliab.rda,86a7fabf14e08d70a8eb766ed648d0b3d0ff8592ab2793f52ea9665149daf74a,data/raw/core_archives/AAT_01_reserving_core/01_reserving/cran_raw/data/othliab.rda,othliab,DataFrame,converted,23900,13,data/processed/rdata/core_archives/AAT_01_reserving_core/01_reserving/cran_raw/data/othliab__othliab.parquet,data/processed/rdata/core_archives/AAT_01_reserving_core/01_reserving/cran_raw/data/othliab__othliab.csv.gz,reader=rdata
data/raw/core_archives/AAT_01_reserving_core/01_reserving/cran_raw/data/PPA.rda,e57b7bbcf7ba2b64b8245200a5accd9601fd26c9b9dab760aa1d3fef8caff5a9,data/raw/core_archives/AAT_01_reserving_core/01_reserving/cran_raw/data/PPA.rda,PPA_RateChange,DataFrame,converted,7,5,data/processed/rdata/core_archives/AAT_01_reserving_core/01_reserving/cran_raw/data/PPA__PPA_RateChange.parquet,data/processed/rdata/core_archives/AAT_01_reserving_core/01_reserving/cran_raw/data/PPA__PPA_RateChange.csv.gz,reader=rdata
data/raw/core_archives/AAT_01_reserving_core/01_reserving/cran_raw/data/PPA.rda,e57b7bbcf7ba2b64b8245200a5accd9601fd26c9b9dab760aa1d3fef8caff5a9,data/raw/core_archives/AAT_01_reserving_core/01_reserving/cran_raw/data/PPA.rda,PPA_AccidentYear,DataFrame,converted,5,4,data/processed/rdata/core_archives/AAT_01_reserving_core/01_reserving/cran_raw/data/PPA__PPA_AccidentYear.parquet,data/processed/rdata/core_archives/AAT_01_reserving_core/01_reserving/cran_raw/data/PPA__PPA_AccidentYear.csv.gz,reader=rdata
data/raw/core_archives/AAT_01_reserving_core/01_reserving/cran_raw/data/PPA.rda,e57b7bbcf7ba2b64b8245200a5accd9601fd26c9b9dab760aa1d3fef8caff5a9,data/raw/core_archives/AAT_01_reserving_core/01_reserving/cran_raw/data/PPA.rda,PPA_LossTrend,DataFrame,converted,20,7,data/processed/rdata/core_archives/AAT_01_reserving_core/01_reserving/cran_raw/data/PPA__PPA_LossTrend.parquet,data/processed/rdata/core_archives/AAT_01_reserving_core/01_reserving/cran_raw/data/PPA__PPA_LossTrend.csv.gz,reader=rdata
data/raw/core_archives/AAT_01_reserving_core/01_reserving/cran_raw/data/PPA.rda,e57b7bbcf7ba2b64b8245200a5accd9601fd26c9b9dab760aa1d3fef8caff5a9,data/raw/core_archives/AAT_01_reserving_core/01_reserving/cran_raw/data/PPA.rda,PPA_PremiumTrend,DataFrame,converted,23,3,data/processed/rdata/core_archives/AAT_01_reserving_core/01_reserving/cran_raw/data/PPA__PPA_PremiumTrend.parquet,data/processed/rdata/core_archives/AAT_01_reserving_core/01_reserving/cran_raw/data/PPA__PPA_PremiumTrend.csv.gz,reader=rdata
data/raw/core_archives/AAT_01_reserving_core/01_reserving/cran_raw/data/PPA.rda,e57b7bbcf7ba2b64b8245200a5accd9601fd26c9b9dab760aa1d3fef8caff5a9,data/raw/core_archives/AAT_01_reserving_core/01_reserving/cran_raw/data/PPA.rda,PPA_LossDevelopment,DataFrame,converted,25,3,data/processed/rdata/core_archives/AAT_01_reserving_core/01_reserving/cran_raw/data/PPA__PPA_LossDevelopment.parquet,data/processed/rdata/core_archives/AAT_01_reserving_core/01_reserving/cran_raw/data/PPA__PPA_LossDevelopment.csv.gz,reader=rdata
data/raw/core_archives/AAT_01_reserving_core/01_reserving/cran_raw/data/PPA.rda,e57b7bbcf7ba2b64b8245200a5accd9601fd26c9b9dab760aa1d3fef8caff5a9,data/raw/core_archives/AAT_01_reserving_core/01_reserving/cran_raw/data/PPA.rda,PPA_ULAE,DataFrame,converted,3,4,data/processed/rdata/core_archives/AAT_01_reserving_core/01_reserving/cran_raw/data/PPA__PPA_ULAE.parquet,data/processed/rdata/core_archives/AAT_01_reserving_core/01_reserving/cran_raw/data/PPA__PPA_ULAE.csv.gz,reader=rdata
data/raw/core_archives/AAT_01_reserving_core/01_reserving/cran_raw/data/ppauto.rda,1a5ce233d0f587ae35bb596e31dfdb5f183b8705885f7b07dd06f74aa38eee45,data/raw/core_archives/AAT_01_reserving_core/01_reserving/cran_raw/data/ppauto.rda,ppauto,DataFrame,converted,14600,13,data/processed/rdata/core_archives/AAT_01_reserving_core/01_reserving/cran_raw/data/ppauto__ppauto.parquet,data/processed/rdata/core_archives/AAT_01_reserving_core/01_reserving/cran_raw/data/ppauto__ppauto.csv.gz,reader=rdata
